Record_ID,Date,Time,Shift,HX_ID,Operator_ID,Hot_Fluid,Hot_Inlet_Temp_C,Hot_Outlet_Temp_C,Hot_Pressure_bar,Hot_Flow_Rate_kg_hr,Cold_Fluid,Cold_Inlet_Temp_C,Cold_Outlet_Temp_C,Cold_Pressure_bar,Cold_Flow_Rate_kg_hr,Heat_Duty_kW,LMTD_C,U_Value_W_m2K,Reynolds_Number,Effectiveness_pct,Thermal_Efficiency_pct,Fouling_Factor_m2K_W,Pressure_Drop_Shell_bar,Pressure_Drop_Tube_bar,Cooling_Water_Makeup_pct,Operating_Hours,Days_Since_Cleaning,Last_Maintenance_Date,Maintenance_Required,Alarm_Count,Sensor_Status,Equipment_Health_Score,Failure_Risk,Ambient_Temp_C,Relative_Humidity_pct,Electricity_Consumption_kWh,Energy_Loss_kW,Failure_Within_7Days
REC-05405,2024-11-06,12:00,B,HX-695-A,OP-003,Propylene,48.51,29.67,16.63,9666.4,Cooling Water,23.66,29.24,3.88,19105.0,124.0,11.38,782.3,3000,75.67,75.67,0.0001374,0.27,0.527,2.61,554.4,23.1,2024-10-14,No,1,Normal,71.6,Medium,22.86,78.0,48.64,1907.5,0
REC-05406,2024-11-06,15:00,B,HX-695-A,OP-001,Propylene,52.4,30.76,16.29,9150.6,Cooling Water,23.68,30.25,3.47,17657.2,134.8,13.21,778.0,3000,75.53,75.17,0.0001366,0.262,0.574,1.67,557.4,23.23,2024-10-14,No,0,Normal,77.5,Low,21.96,72.9,43.28,1888.4,0
REC-05407,2024-11-06,18:00,C,HX-695-A,OP-005,Propylene,52.88,29.81,15.98,9779.7,Cooling Water,22.5,30.17,3.49,17214.9,153.6,13.58,759.9,3000,75.35,75.84,0.0001418,0.285,0.578,1.94,560.4,23.35,2024-10-14,No,0,Normal,74.0,Medium,21.83,76.3,36.49,1878.4,0
REC-05408,2024-11-06,21:00,C,HX-695-A,OP-010,Propylene,54.38,29.38,16.66,9444.3,Cooling Water,21.55,29.26,3.39,17926.8,160.7,14.83,777.0,3000,75.83,77.07,0.0001371,0.244,0.53,2.18,563.4,23.48,2024-10-14,No,0,Warning,72.3,Medium,19.31,67.8,44.04,1862.3,0
REC-05409,2024-11-07,00:00,A,HX-695-A,OP-005,Propylene,54.09,31.43,16.4,9586.2,Cooling Water,24.15,31.17,3.4,18109.7,147.8,13.63,775.4,3000,77.57,76.52,0.0001284,0.242,0.524,1.99,566.4,23.6,2024-10-14,No,0,Normal,74.1,Medium,21.6,67.5,43.09,1882.0,0
REC-05410,2024-11-07,03:00,A,HX-695-A,OP-005,Propylene,52.43,30.59,16.44,9684.1,Cooling Water,22.67,30.02,3.29,16846.0,144.0,13.93,758.1,3000,72.82,73.15,0.0001416,0.274,0.488,2.07,569.4,23.73,2024-10-14,No,0,Normal,77.0,Low,20.13,77.5,33.01,1886.7,0
REC-05411,2024-11-07,06:00,A,HX-695-A,OP-011,Propylene,56.68,32.72,16.59,9586.8,Cooling Water,24.67,32.2,3.33,17867.2,156.3,14.77,768.1,3000,74.02,75.25,0.0001401,0.264,0.539,1.87,572.4,23.85,2024-10-14,No,0,Normal,75.8,Low,23.07,78.2,41.31,1874.2,0
REC-05412,2024-11-07,09:00,B,HX-695-A,OP-006,Propylene,53.6,30.98,16.86,10132.0,Cooling Water,23.51,30.73,3.38,18552.2,155.9,13.76,767.0,3000,74.81,76.16,0.0001527,0.294,0.566,2.63,575.4,23.98,2024-10-14,No,0,Normal,68.7,Medium,21.72,72.3,35.58,1876.5,0
REC-05413,2024-11-07,12:00,B,HX-695-A,OP-004,Propylene,53.6,30.86,16.57,10317.8,Cooling Water,22.81,30.44,3.26,17984.2,159.7,14.3,766.9,3000,74.14,72.35,0.0001441,0.288,0.57,1.93,578.4,24.1,2024-10-14,No,0,Normal,70.8,Medium,22.19,72.0,41.16,1870.3,0
REC-05414,2024-11-07,15:00,B,HX-695-A,OP-003,Propylene,55.36,30.74,16.75,9929.2,Cooling Water,22.78,31.16,3.34,17080.4,166.4,14.6,769.1,3000,75.53,75.62,0.0001381,0.269,0.56,2.37,581.4,24.23,2024-10-14,No,0,Warning,73.1,Medium,20.76,69.7,42.11,1864.0,0
REC-05415,2024-11-07,18:00,C,HX-695-A,OP-010,Propylene,53.91,31.69,16.41,9992.6,Cooling Water,24.9,31.72,3.27,19054.2,151.1,13.0,780.6,3000,77.41,76.8,0.0001348,0.246,0.543,2.14,584.4,24.35,2024-10-14,No,0,Normal,75.9,Low,22.29,75.9,44.27,1880.3,0
REC-05416,2024-11-07,21:00,C,HX-695-A,OP-011,Propylene,54.08,31.35,16.78,9830.0,Cooling Water,24.22,31.9,3.38,17028.4,152.1,13.26,778.4,3000,76.92,75.89,0.0001342,0.263,0.546,2.42,587.4,24.48,2024-10-14,No,0,Normal,71.7,Medium,24.02,66.8,43.17,1873.3,0
REC-05417,2024-11-08,00:00,A,HX-695-A,OP-003,Propylene,53.9,30.83,16.76,9644.2,Cooling Water,23.21,30.32,3.55,18313.7,151.4,14.13,,3000,74.32,74.43,0.0001516,0.263,0.533,2.46,590.4,24.6,2024-10-14,No,0,Warning,70.3,Medium,19.3,75.4,40.9,1868.8,0
REC-05418,2024-11-08,03:00,A,HX-695-A,OP-003,Propylene,55.04,32.7,16.71,9413.6,Cooling Water,24.26,31.22,3.22,17667.1,143.1,14.82,740.5,3000,72.93,73.32,0.0001628,0.254,0.567,1.76,593.4,24.73,2024-10-14,No,0,Fault,64.7,Medium,23.06,71.9,43.19,1891.3,0
REC-05419,2024-11-08,06:00,A,HX-695-A,OP-007,Propylene,55.14,31.23,15.66,9992.3,Cooling Water,23.36,31.26,3.34,17717.6,162.6,14.42,765.4,3000,74.51,75.86,0.0001361,0.31,0.552,2.29,596.4,24.85,2024-10-14,No,0,Normal,73.2,Medium,20.53,79.2,41.83,1869.6,0
REC-05420,2024-11-08,09:00,B,HX-695-A,OP-006,Propylene,53.19,30.56,16.46,10182.1,Cooling Water,23.2,31.16,3.24,16951.0,156.8,13.38,768.8,3000,75.98,75.18,0.0001465,0.239,0.534,2.35,599.4,24.98,2024-10-14,No,0,Normal,71.8,Medium,19.51,70.6,50.61,1869.7,0
REC-05421,2024-11-08,12:00,B,HX-695-A,OP-005,Propylene,,30.98,16.06,9923.4,Cooling Water,23.35,31.5,3.34,17835.3,169.0,14.47,771.7,3000,75.75,75.78,0.0001528,0.263,0.579,2.7,602.4,25.1,2024-10-14,No,0,Normal,71.0,Medium,19.6,72.7,50.19,1856.9,0
REC-05422,2024-11-08,15:00,B,HX-695-A,OP-008,Propylene,54.43,31.36,16.41,10091.3,Cooling Water,23.63,31.26,3.36,17854.5,158.4,14.07,756.2,3000,74.51,74.02,0.0001673,0.263,0.627,2.42,605.4,25.23,2024-10-14,No,0,Normal,71.1,Medium,20.72,66.1,41.56,1870.8,0
REC-05423,2024-11-08,18:00,C,HX-695-A,OP-009,Propylene,54.25,30.0,16.35,10332.7,Cooling Water,22.85,31.31,3.6,17332.4,170.5,13.55,756.2,3000,76.71,77.25,0.0001627,0.308,0.595,2.21,608.4,25.35,2024-10-14,No,0,Normal,65.9,Medium,20.07,73.3,45.66,1860.7,0
REC-05424,2024-11-08,21:00,C,HX-695-A,OP-002,Propylene,52.53,29.0,16.01,9830.8,Cooling Water,21.23,28.87,3.32,,157.4,14.27,764.0,3000,75.67,76.46,0.0001483,0.267,0.547,1.85,611.4,25.48,2024-10-14,No,0,Normal,72.4,Medium,18.95,74.7,43.61,1877.0,0
REC-05425,2024-11-09,00:00,A,HX-695-A,OP-007,Propylene,54.82,29.27,16.54,10162.7,Cooling Water,21.47,30.02,3.22,17776.5,176.7,14.7,758.9,3000,75.98,75.83,0.0001539,0.238,0.529,1.93,614.4,25.6,2024-10-14,No,0,Normal,65.6,Medium,18.49,80.0,49.09,1846.5,0
REC-05426,2024-11-09,03:00,A,HX-695-A,OP-001,Propylene,53.43,31.22,16.73,9619.8,Cooling Water,23.17,30.09,3.32,18060.7,145.4,14.36,758.2,3000,73.82,72.65,0.000146,0.287,0.563,2.3,617.4,25.73,2024-10-14,No,0,Normal,74.7,Medium,20.2,75.3,41.68,1884.6,0
REC-05427,2024-11-09,06:00,A,HX-695-A,OP-002,Propylene,55.03,31.0,16.89,9455.1,Cooling Water,23.18,30.68,3.48,17746.9,154.7,14.55,764.7,3000,75.7,73.97,0.0001526,0.242,0.55,1.94,620.4,25.85,2024-10-14,No,0,Warning,72.3,Medium,19.76,70.1,45.93,1876.1,0
REC-05428,2024-11-09,09:00,B,HX-695-A,OP-010,Propylene,55.58,34.03,16.11,10113.7,Cooling Water,26.67,33.87,3.61,17720.6,148.3,13.27,760.6,3000,74.01,75.14,0.0001564,0.255,0.547,2.67,623.4,25.98,2024-10-14,No,0,Normal,67.0,Medium,23.44,71.8,42.5,1885.3,0
REC-05429,2024-11-09,12:00,B,HX-695-A,OP-009,Propylene,53.36,30.32,17.15,9837.7,Cooling Water,23.27,30.81,3.26,17586.7,154.2,13.33,759.9,3000,77.37,76.21,0.0001558,0.293,0.548,1.58,626.4,26.1,2024-10-14,No,0,Warning,66.2,Medium,20.01,74.7,48.03,1874.3,0
REC-05430,2024-11-09,15:00,B,HX-695-A,OP-002,Propylene,55.15,31.61,16.67,9851.2,Cooling Water,23.4,31.07,3.59,17700.4,157.8,14.75,759.5,3000,72.69,72.7,0.000162,0.303,0.576,2.09,629.4,26.23,2024-10-14,No,0,Normal,66.3,Medium,22.03,72.2,40.83,1872.7,0
REC-05431,2024-11-09,18:00,C,HX-695-A,OP-012,Propylene,53.69,30.01,17.06,9280.1,Cooling Water,21.95,29.04,3.58,18139.6,149.6,14.84,758.0,3000,75.29,73.42,0.0001607,0.309,0.603,2.01,632.4,26.35,2024-10-14,No,1,Normal,69.3,Medium,20.8,66.2,43.41,1879.9,0
REC-05432,2024-11-09,21:00,C,HX-695-A,OP-006,Propylene,56.08,33.0,16.19,10346.5,Cooling Water,25.06,32.77,3.36,18115.6,162.6,14.27,759.5,3000,74.42,74.08,0.0001542,0.282,0.595,1.73,635.4,26.48,2024-10-14,No,0,Warning,70.7,Medium,21.47,75.5,42.8,1870.3,0
REC-05433,2024-11-10,00:00,A,HX-695-A,OP-008,Propylene,52.96,30.45,16.84,9101.3,Cooling Water,23.27,30.37,3.24,16892.8,139.4,13.44,765.5,3000,74.68,74.71,0.0001522,0.29,0.547,2.01,638.4,26.6,2024-10-14,No,0,Warning,70.6,Medium,18.85,68.5,41.95,1892.6,0
REC-05434,2024-11-10,03:00,A,HX-695-A,OP-004,Propylene,54.14,32.31,16.82,9466.1,Cooling Water,24.72,31.22,3.1,18605.9,140.6,13.87,744.4,3000,74.27,74.85,0.0001615,0.302,0.589,2.4,641.4,26.73,2024-10-14,No,0,Normal,69.5,Medium,21.35,68.2,41.08,1888.5,0
REC-05435,2024-11-10,06:00,A,HX-695-A,OP-004,Propylene,54.95,30.7,16.48,10317.3,Cooling Water,22.6,30.82,3.56,17810.1,170.3,14.68,757.3,3000,74.41,75.34,0.0001636,0.28,0.548,2.37,644.4,26.85,2024-10-14,No,0,Normal,71.4,Medium,20.32,76.6,45.84,1860.1,0
REC-05436,2024-11-10,09:00,B,HX-695-A,OP-005,Propylene,56.7,30.97,16.66,10476.0,Cooling Water,22.68,31.61,3.26,17671.6,183.4,15.17,746.8,3000,76.86,77.48,0.0001703,0.284,0.601,2.14,647.4,26.98,2024-10-14,No,0,Warning,67.5,Medium,21.58,68.1,50.37,1849.6,0
REC-05437,2024-11-10,12:00,B,HX-695-A,OP-010,Propylene,55.03,30.63,16.48,9984.4,Cooling Water,22.09,30.12,3.34,17761.6,,15.29,750.9,3000,73.8,74.23,0.0001707,0.295,0.644,1.61,650.4,27.1,2024-10-14,No,0,Normal,66.1,Medium,20.3,70.0,41.58,1861.5,0
REC-05438,2024-11-10,15:00,B,HX-695-A,OP-001,Propylene,53.08,29.92,17.05,9807.5,Cooling Water,21.62,29.16,3.35,17607.9,,14.76,750.0,3000,73.83,73.47,0.0001711,0.257,0.552,2.34,653.4,27.23,2024-10-14,No,1,Normal,66.4,Medium,19.55,75.0,44.96,1878.1,0
REC-05439,2024-11-10,18:00,C,HX-695-A,OP-012,Propylene,52.51,30.53,16.13,10186.3,Cooling Water,22.49,29.86,3.47,17780.6,152.4,14.1,747.3,3000,74.19,72.23,0.0001656,0.26,0.55,2.21,656.4,27.35,2024-10-14,No,0,Normal,67.3,Medium,20.35,72.2,39.04,1878.4,0
REC-05440,2024-11-10,21:00,C,HX-695-A,OP-005,Propylene,54.39,30.59,16.39,9967.8,Cooling Water,22.98,30.74,3.52,17895.6,161.4,14.14,745.8,3000,75.87,76.49,,0.285,0.584,2.68,659.4,27.48,2024-10-14,No,1,Normal,69.3,Medium,18.6,79.6,40.59,1863.7,0
REC-05441,2024-11-11,00:00,A,HX-695-A,OP-010,Propylene,55.83,31.11,16.57,10372.8,Cooling Water,23.33,31.87,3.17,17560.1,174.5,14.39,751.1,3000,75.26,76.69,0.0001653,0.291,0.577,2.05,662.4,27.6,2024-10-14,No,0,Normal,70.4,Medium,20.87,71.9,,1853.8,0
REC-05442,2024-11-11,03:00,A,HX-695-A,OP-006,Propylene,54.56,30.98,16.36,9499.0,Cooling Water,22.81,30.0,3.66,,152.4,14.89,748.3,3000,74.02,73.89,0.0001672,0.264,0.59,1.88,665.4,27.73,2024-10-14,No,0,Normal,66.9,Medium,20.99,80.1,45.22,1877.8,0
REC-05443,2024-11-11,06:00,A,HX-695-A,OP-011,Propylene,53.08,31.03,15.92,9485.1,Cooling Water,23.08,29.88,3.26,17989.8,142.3,14.24,753.5,3000,73.13,75.1,,0.295,0.59,2.04,668.4,27.85,2024-10-14,No,0,Normal,73.8,Medium,18.84,80.4,42.04,1890.7,0
REC-05444,2024-11-11,09:00,B,HX-695-A,OP-010,Propylene,53.07,30.53,15.99,10181.0,Cooling Water,23.14,30.7,3.63,17777.1,156.2,13.52,758.8,3000,76.3,76.57,0.0001697,0.289,0.571,1.91,671.4,27.98,2024-10-14,No,0,Normal,,Medium,19.74,74.4,37.48,1873.8,0
REC-05445,2024-11-11,12:00,B,HX-695-A,OP-003,Propylene,56.72,30.6,15.95,9318.9,Cooling Water,20.77,28.51,3.36,18421.7,165.7,17.43,747.5,3000,72.26,73.52,0.0001711,0.307,0.573,2.07,674.4,28.1,2024-10-14,No,0,Normal,66.6,Medium,19.69,81.7,,1866.0,0
REC-05446,2024-11-11,15:00,B,HX-695-A,OP-011,Propylene,53.98,30.04,17.28,9629.8,Cooling Water,21.94,29.55,3.36,17712.6,156.9,14.8,757.4,3000,74.98,73.18,0.000165,0.301,1.8703082271512022,1.92,677.4,28.23,2024-10-14,No,0,Normal,74.9,Medium,19.11,75.6,48.78,1871.5,0
REC-05447,2024-11-11,18:00,C,HX-695-A,OP-009,Propylene,51.4,30.89,16.34,10232.7,Cooling Water,23.4,30.49,3.22,17318.3,142.8,13.07,754.1,3000,73.15,73.68,0.0001675,0.247,0.612,2.27,680.4,28.35,2024-10-14,No,0,Warning,67.8,Medium,20.73,81.0,47.06,1883.3,0
REC-05448,2024-11-11,21:00,C,HX-695-A,OP-002,Propylene,56.56,31.54,17.03,10405.4,Cooling Water,22.62,31.17,3.51,17830.1,177.2,15.74,751.0,3000,74.03,72.57,0.0001637,0.29,0.612,2.44,683.4,28.48,2024-10-14,No,0,Normal,67.3,Medium,19.51,73.3,46.44,1854.9,0
REC-05449,2024-11-12,00:00,A,HX-695-A,OP-003,Propylene,52.12,31.83,16.74,10341.7,Cooling Water,24.38,31.55,3.17,17108.3,142.8,12.92,746.9,3000,72.96,72.55,0.0001743,0.254,0.609,2.37,686.4,28.6,2024-10-14,No,0,Normal,69.2,Medium,19.31,67.8,42.21,1886.2,0
REC-05450,2024-11-12,03:00,A,HX-695-A,OP-010,Propylene,52.96,29.87,15.99,9403.8,Cooling Water,21.67,28.81,3.38,17808.3,147.8,14.76,747.8,3000,74.2,74.21,0.0001801,0.265,0.581,2.33,689.4,28.73,2024-10-14,No,0,Normal,66.6,Medium,19.44,75.1,39.16,1883.2,0
REC-05451,2024-11-12,06:00,A,HX-695-A,OP-008,Propylene,54.68,31.18,16.21,9460.6,Cooling Water,23.35,30.86,3.41,17328.5,151.3,14.37,755.4,3000,75.43,73.98,0.0001767,0.288,0.588,2.48,692.4,28.85,2024-10-14,No,0,Normal,66.9,Medium,20.9,66.0,41.38,1875.9,0
REC-05452,2024-11-12,09:00,B,HX-695-A,OP-012,Propylene,54.86,30.81,16.68,9478.9,Cooling Water,22.08,29.67,3.16,17581.2,155.1,15.54,743.4,3000,73.92,72.63,0.0001817,0.285,0.588,2.29,695.4,28.98,2024-10-14,No,1,Normal,59.2,Medium,19.47,78.2,39.94,1878.3,0
REC-05453,2024-11-12,12:00,B,HX-695-A,OP-011,Propylene,52.9,29.52,15.85,9924.6,Cooling Water,21.05,28.57,3.56,18047.7,157.9,15.03,744.3,3000,73.4,73.88,0.000168,0.233,0.575,2.22,698.4,29.1,2024-10-14,No,0,Normal,66.4,Medium,18.67,70.7,42.44,1868.5,0
REC-05454,2024-11-12,15:00,B,HX-695-A,OP-007,Propylene,55.09,30.29,16.57,10071.4,Cooling Water,21.17,29.2,3.35,18200.1,170.0,16.07,755.4,3000,72.55,74.69,0.0001735,0.273,0.551,2.39,701.4,29.23,2024-10-14,No,0,Normal,68.0,Medium,19.25,85.9,39.94,1865.5,0
REC-05455,2024-11-12,18:00,C,HX-695-A,OP-012,Propylene,52.41,31.06,16.61,9814.5,Cooling Water,22.94,29.63,3.33,18325.5,142.6,14.21,754.5,3000,72.07,72.32,0.0001703,0.264,0.644,2.58,704.4,29.35,2024-10-14,No,1,Normal,66.3,Medium,18.76,81.6,41.31,1888.2,0
REC-05456,2024-11-12,21:00,C,HX-695-A,OP-002,Propylene,53.73,31.17,17.41,9176.6,Cooling Water,23.06,29.66,3.35,18372.5,140.9,14.67,738.7,3000,72.89,74.75,0.0001741,0.289,0.551,2.25,707.4,29.48,2024-10-14,No,0,Normal,72.8,Medium,17.44,69.2,44.39,1887.9,0
REC-05457,2024-11-13,00:00,A,HX-695-A,OP-002,Propylene,53.44,30.01,16.66,10241.5,Cooling Water,21.87,29.55,3.25,18286.8,163.3,14.63,740.3,3000,74.91,73.14,0.0001848,0.292,0.604,1.58,710.4,29.6,2024-10-14,No,0,Normal,61.5,Medium,18.83,69.8,44.16,1864.5,0
REC-05458,2024-11-13,03:00,A,HX-695-A,OP-008,Propylene,53.65,29.54,17.16,10071.0,Cooling Water,20.87,28.47,3.39,18693.4,165.2,15.49,749.0,3000,73.53,73.28,0.0001741,0.259,0.575,1.89,713.4,29.73,2024-10-14,No,1,Normal,64.3,Medium,16.71,83.9,43.69,1858.5,0
REC-05459,2024-11-13,06:00,A,HX-695-A,OP-005,Propylene,53.56,31.36,16.58,9418.8,Cooling Water,23.9,30.75,3.34,17854.4,142.3,13.73,748.5,3000,75.11,72.37,0.0001784,0.296,0.653,1.81,716.4,29.85,2024-10-14,No,0,Warning,65.7,Medium,21.14,66.8,40.44,1888.5,0
REC-05459,2024-11-13,06:00,A,HX-695-A,OP-005,Propylene,53.56,31.36,16.58,9418.8,Cooling Water,23.9,30.75,3.34,17854.4,142.3,13.73,748.5,3000,75.11,72.37,0.0001784,0.296,0.653,1.81,716.4,29.85,2024-10-14,No,0,Warning,65.7,Medium,21.14,66.8,40.44,1888.5,0
REC-05460,2024-11-13,09:00,B,HX-695-A,OP-005,Propylene,52.07,29.69,16.49,9706.4,Cooling Water,22.17,29.27,3.65,17898.2,147.8,13.78,744.0,3000,73.18,74.91,,0.285,0.598,2.15,719.4,29.98,2024-10-14,No,0,Normal,64.7,Medium,20.36,74.3,48.52,1874.8,0
REC-05461,2024-11-13,12:00,B,HX-695-A,OP-009,Propylene,52.75,30.86,16.65,10027.5,Cooling Water,23.32,30.69,3.46,17446.1,149.4,13.52,739.0,3000,73.58,75.42,0.0001825,0.305,0.555,2.17,722.4,30.1,2024-10-14,No,0,Normal,63.3,Medium,21.39,86.4,44.05,1881.0,0
REC-05462,2024-11-13,15:00,B,HX-695-A,OP-006,Propylene,55.83,31.96,16.8,9233.5,Cooling Water,22.92,30.04,3.5,18128.9,150.0,15.98,742.9,3000,72.71,73.77,0.0001913,0.253,0.625,1.88,725.4,30.23,2024-10-14,No,0,Normal,67.9,Medium,20.41,71.8,39.3,1887.2,0
REC-05463,2024-11-13,18:00,C,HX-695-A,OP-003,Propylene,55.19,30.52,16.58,10503.0,Cooling Water,21.57,30.32,3.26,17352.9,176.4,15.57,738.5,3000,73.49,74.73,0.0001805,0.296,0.597,2.51,728.4,30.35,2024-10-14,No,1,Normal,64.0,Medium,19.93,69.5,44.8,1850.8,0
REC-05464,2024-11-13,21:00,C,HX-695-A,OP-002,Propylene,55.5,30.82,16.48,9355.7,Cooling Water,22.12,29.3,3.2,18833.3,157.1,15.87,741.6,3000,73.7,75.22,0.0001813,0.26,0.579,2.42,731.4,30.48,2024-10-14,No,0,Normal,,Medium,19.55,71.9,45.64,1873.0,0
REC-05465,2024-11-14,00:00,A,HX-695-A,OP-003,Propylene,52.75,30.23,16.25,9870.2,Cooling Water,22.73,29.85,3.28,,151.3,13.79,740.6,3000,75.28,75.96,0.0001861,0.264,0.604,1.85,734.4,30.6,2024-10-14,No,2,Fault,61.7,Medium,21.16,69.2,39.38,1878.2,0
REC-05466,2024-11-14,03:00,A,HX-695-A,OP-001,Propylene,55.09,31.1,16.38,9836.2,Cooling Water,22.44,30.41,3.86,17330.4,160.6,15.29,744.9,3000,73.57,73.29,0.0001917,0.298,0.589,2.13,737.4,30.73,2024-10-14,No,0,Normal,63.8,Medium,19.93,73.9,49.92,1872.3,0
REC-05467,2024-11-14,06:00,A,HX-695-A,OP-010,Propylene,52.47,31.45,16.51,10369.6,Cooling Water,24.32,31.53,3.31,17706.5,148.4,12.81,748.6,3000,73.69,75.49,0.0001816,0.295,0.593,1.83,740.4,30.85,2024-10-14,No,0,Normal,65.2,Medium,18.73,70.7,44.98,1883.8,0
REC-05468,2024-11-14,09:00,B,HX-695-A,OP-006,Propylene,54.96,,16.22,9707.0,Cooling Water,23.22,30.82,3.57,17684.6,156.2,14.69,745.0,3000,74.4,73.29,0.0001858,0.292,0.628,2.57,743.4,30.98,2024-10-14,No,0,Normal,63.0,Medium,20.26,82.9,39.01,1871.7,0
REC-05469,2024-11-14,12:00,B,HX-695-A,OP-011,Propylene,55.44,32.17,16.34,10158.6,Cooling Water,23.57,31.13,3.54,18290.7,160.8,15.12,748.2,3000,73.52,74.16,0.0001919,0.287,0.613,2.42,746.4,31.1,2024-10-14,No,0,Normal,66.9,Medium,21.45,72.3,42.18,1870.9,0
REC-05470,2024-11-14,15:00,B,HX-695-A,OP-006,Propylene,53.16,30.75,16.52,10129.4,Cooling Water,22.86,30.18,3.37,18140.2,154.5,14.12,746.0,3000,73.37,75.51,0.0001868,0.313,0.668,2.45,749.4,31.23,2024-10-14,No,0,Normal,64.2,Medium,19.72,72.0,42.93,1878.4,0
REC-05470,2024-11-14,15:00,B,HX-695-A,OP-006,Propylene,53.16,30.75,16.52,10129.4,Cooling Water,22.86,30.18,3.37,18140.2,154.5,14.12,746.0,3000,73.37,75.51,0.0001868,0.313,0.668,2.45,749.4,31.23,2024-10-14,No,0,Normal,64.2,Medium,19.72,72.0,42.93,1878.4,0
REC-05471,2024-11-14,18:00,C,HX-695-A,OP-004,Propylene,53.22,30.77,16.83,9589.3,Cooling Water,22.75,29.55,3.49,18543.9,146.5,14.46,740.2,3000,73.54,73.09,0.0001969,0.256,0.6,2.36,752.4,31.35,2024-10-14,No,0,Normal,61.4,Medium,22.09,72.1,39.52,1883.9,0
REC-05472,2024-11-14,21:00,C,HX-695-A,OP-005,Propylene,55.4,33.01,17.11,9544.1,Cooling Water,24.61,31.41,3.3,18377.7,145.4,14.86,731.0,3000,72.97,71.65,0.0001904,0.272,0.598,2.22,755.4,31.48,2024-10-14,No,0,Normal,62.8,Medium,21.37,68.9,47.19,1880.3,0
REC-05473,2024-11-15,00:00,A,HX-695-A,OP-010,Propylene,53.17,30.59,16.92,9327.6,Cooling Water,22.53,29.38,3.69,17988.2,143.4,14.53,736.9,3000,74.9,74.1,0.0001941,0.279,0.585,2.44,758.4,31.6,2024-10-14,No,0,Warning,64.5,Medium,21.88,70.4,41.26,1887.5,0
REC-05474,2024-11-15,03:00,A,HX-695-A,OP-003,Propylene,54.63,31.68,16.48,9922.8,Cooling Water,22.92,30.35,3.4,17932.9,155.0,15.23,736.4,3000,72.48,72.48,0.0001884,0.269,0.614,2.19,761.4,31.73,2024-10-14,No,0,Normal,59.5,Medium,18.15,71.4,40.64,1879.0,0
REC-05475,2024-11-15,06:00,A,HX-695-A,OP-006,Propylene,55.6,31.42,17.01,9108.5,Cooling Water,22.78,30.06,3.49,17689.8,,15.6,742.6,3000,71.89,73.2,0.0001949,0.284,0.571,1.9,764.4,31.85,2024-10-14,No,0,Normal,64.2,Medium,19.18,70.8,48.18,1880.1,0
REC-05476,2024-11-15,09:00,B,HX-695-A,OP-012,Propylene,57.18,31.7,16.43,9689.5,Cooling Water,22.96,30.97,3.33,18038.6,168.0,15.9,735.2,3000,74.78,73.66,0.0001987,0.316,0.66,2.49,767.4,31.98,2024-10-14,No,1,Normal,59.5,Medium,19.41,83.9,49.08,1859.5,0
REC-05477,2024-11-15,12:00,B,HX-695-A,OP-004,Propylene,53.89,30.59,16.12,10421.0,Cooling Water,22.15,29.76,3.62,18701.6,165.3,14.94,747.1,3000,72.97,72.51,0.0001846,0.251,0.584,2.39,770.4,32.1,2024-10-14,No,0,Warning,64.0,Medium,20.89,74.0,45.08,1861.2,0
REC-05478,2024-11-15,15:00,B,HX-695-A,OP-002,Propylene,54.15,31.59,16.69,10162.9,Cooling Water,23.15,30.43,3.04,18441.2,156.0,14.79,732.8,3000,72.75,73.52,0.0001881,0.286,0.61,2.05,773.4,32.23,2024-10-14,No,1,Normal,63.8,Medium,18.65,73.6,42.53,1877.2,0
REC-05479,2024-11-15,18:00,C,HX-695-A,OP-001,Propylene,56.88,32.59,16.35,9376.2,Cooling Water,22.72,30.28,3.13,17613.2,155.0,16.87,722.0,3000,71.96,70.38,0.0001893,0.269,0.637,2.08,776.4,32.35,2024-10-14,No,0,Normal,66.0,Medium,18.02,76.2,41.41,1873.7,0
REC-05480,2024-11-15,21:00,C,HX-695-A,OP-012,Propylene,52.88,30.12,16.5,9649.8,Cooling Water,22.55,29.91,3.26,17453.0,149.4,13.88,745.7,3000,74.85,75.2,0.0001894,0.276,0.636,2.64,779.4,32.48,2024-10-14,No,0,Warning,62.2,Medium,21.05,67.1,37.75,1881.4,0
REC-05481,2024-11-16,00:00,A,HX-695-A,OP-005,Propylene,52.77,31.24,16.96,9844.2,Cooling Water,23.44,30.54,3.56,17447.4,144.2,13.78,,3000,73.33,73.18,0.0001917,0.29,0.58,2.22,782.4,32.6,2024-10-14,No,1,Normal,60.2,Medium,22.37,70.1,47.81,1887.3,0
REC-05482,2024-11-16,03:00,A,HX-695-A,OP-007,Propylene,51.51,29.76,16.36,9527.9,Cooling Water,22.33,29.0,3.33,18189.6,141.1,13.6,739.4,3000,74.04,74.22,0.0001911,0.281,0.595,2.51,785.4,32.73,2024-10-14,No,0,Normal,64.8,Medium,19.17,75.0,40.21,1884.0,0
REC-05483,2024-11-16,06:00,A,HX-695-A,OP-011,Propylene,56.03,32.56,16.05,9708.6,Cooling Water,23.88,31.14,3.45,18360.2,155.0,15.4,737.7,3000,73.15,73.22,0.0001861,0.315,0.605,2.17,788.4,32.85,2024-10-14,No,0,Fault,67.3,Medium,20.68,74.5,45.82,1871.8,0
